Role,Role Type,Menu,Menu Type,Menu Item Name,Menu Item Route,Menu Item Product,Menu Item Page URL
AP Manager (New),Global,Procure to Pay Net-AP With PO A16,Global,Update Failed Pull Batches,billpay/unsentbatches,ProcuretoPayNet,/procuretopaynet/content2/billpay/unsentbatches
AP Manager (New),Global,Procure to Pay Net-AP With PO A16,Global,Vendor,,ProcuretoPayNet,
AP Manager (New),Global,Procure to Pay Net-AP With PO A16,Global,Vendor Card Setup Report,billpay/vendorcardsetup,ProcuretoPayNet,/procuretopaynet/content2/billpay/vendorcardsetup
AP Manager (New),Global,Procure to Pay Net-AP With PO A16,Global,VendorCafe,,ProcuretoPayNet,
AP Manager (New),Global,Procure to Pay Net-AP With PO A16,Global,VendorCafe Dashboard,vc/dash-iframe,ProcuretoPayNet,/procuretopaynet/content2/vc/dash-iframe
AP Manager (New),Global,Procure to Pay Net-AP With PO A16,Global,VendorPay Setup Report,billpay/vendorpaysetup,ProcuretoPayNet,/procuretopaynet/content2/billpay/vendorpaysetup
AP Manager (New),Global,Procure to Pay Net-AP With PO A16,Global,Void Payments,glap/voidchecks,ProcuretoPayNet,/procuretopaynet/content2/glap/voidchecks
AP Manager (New),Global,Procure to Pay Net-AP With PO A16,Global,Workflow Analytics,reports/workflowanalytics,ProcuretoPayNet,/procuretopaynet/content2/reports/workflowanalytics
AP Manager (New),Global,Procure to Pay Net-AP With PO A16,Global,Workflow Auto Attach (Payable),workflow/autoattach?objecttype=payable,ProcuretoPayNet,/procuretopaynet/content2/workflow/autoattach?objecttype=payable
AP Manager (New),Global,Procure to Pay Net-AP With PO A16,Global,Workflow Dashboard,workflow/dashboard?objecttype=po,ProcuretoPayNet,/procuretopaynet/content2/workflow/dashboard?objecttype=po
AP Manager (New),Global,Procure to Pay Net-AP With PO A16,Global,Workflow History,reports/workflowhistory,ProcuretoPayNet,/procuretopaynet/content2/reports/workflowhistory
AP Manager (New),Global,Procure to Pay Net-AP With PO A16,Global,Workflow Reports,,ProcuretoPayNet,
AP Manager (New),Global,Procure to Pay Net-AP With PO A16,Global,Workflow Setup,reports/workflowsetup,ProcuretoPayNet,/procuretopaynet/content2/reports/workflowsetup
AP Manager (New),Global,Procure to Pay Net-AP With PO A16,Global,YMP Dashboard,ymp/dashboard,ProcuretoPayNet,/procuretopaynet/content2/ymp/dashboard
AP Manager (New),Global,Procure to Pay Net-AP With PO A16,Global,YSR Reports,ysrreport,ProcuretoPayNet,/procuretopaynet/content2/ysrreport
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Activity Feed Report,reports/activityfeed,ProcuretoPayNet,/procuretopaynet/content2/reports/activityfeed
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Add Bank Account,billpay/banksetup/new,ProcuretoPayNet,/procuretopaynet/content2/billpay/banksetup/
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Add Payable,glap/payablebatch/new,ProcuretoPayNet,/procuretopaynet/content2/glap/payablebatch/new
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Add Vendor,vendor/add,ProcuretoPayNet,/procuretopaynet/content2/vendor/add
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Adjust Payable Holds,glap/payableholds,ProcuretoPayNet,/procuretopaynet/content2/glap/payableholds
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Analysis,billpay/analysis,ProcuretoPayNet,/procuretopaynet/content2/billpay/analysis
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,AP Aging,apanalytics/aging,ProcuretoPayNet,/procuretopaynet/content2/apanalytics/agingreport
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Audit History,reports/audithistory,ProcuretoPayNet,/procuretopaynet/content2/reports/audithistory
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Bank Setup,billpay/banksetup,ProcuretoPayNet,/procuretopaynet/content2/billpay/reports/banksetup
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Banking Portal,billpay/toportal,ProcuretoPayNet,/procuretopaynet/content2/billpay/toportal
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Bill Pay,,ProcuretoPayNet,
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Bill Pay Analytics,billpay/analytics,ProcuretoPayNet,/procuretopaynet/content2/billpay/analytics
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Budget Comparison,reports/budgetcomparison,ProcuretoPayNet,/procuretopaynet/content2/reports/budgetcomparison
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Check Signature,glap/checksignature,ProcuretoPayNet,/procuretopaynet/content2/glap/checksignature
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Commit Payment,glap/commitpayment,ProcuretoPayNet,/procuretopaynet/content2/glap/commitpayment
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Credit Card,billpay/creditcard,ProcuretoPayNet,/procuretopaynet/content2/billpay/creditcard
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Dashboard,billpay/dashboard,ProcuretoPayNet,/procuretopaynet/content2/billpay/dashboard
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Elevate Usage,reports/elevateusage,ProcuretoPayNet,/procuretopaynet/content2/reports/elevateusage
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Expense Distribution,apanalytics/expdistribution,ProcuretoPayNet,/procuretopaynet/content2/apanalytics/expensedistribution
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,FS Email History,reports/fsemailhistory,ProcuretoPayNet,/procuretopaynet/content2/reports/fsemailhistory
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,GL Disbursement Workflow Dashboard,workflow/dashboard?objecttype=gldisbursement,ProcuretoPayNet,/procuretopaynet/content2/workflow/dashboard?objecttype=gldisbursement
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Global Setup,billpay/globalsetup,ProcuretoPayNet,/procuretopaynet/content2/billpay/globalsetup
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Incomplete Payee Setup,billpay/incompletepayee,ProcuretoPayNet,/procuretopaynet/content2/billpay/incompletepayee
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Intercompany Reimbursement,glap/intercoreimbursement,ProcuretoPayNet,/procuretopaynet/content2/glap/intercoreimbursement
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Invoice,,ProcuretoPayNet,
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Invoice Details Report,billpay/invoicedetails,ProcuretoPayNet,/procuretopaynet/content2/billpay/invoicedetails
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Invoice Statistics by Property,reports/invoice/property,ProcuretoPayNet,/procuretopaynet/content2/reports/invoice/property
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Invoice Statistics by User,reports/invoice/user,ProcuretoPayNet,/procuretopaynet/content2/reports/invoice/user
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Make Adjustment,glap/makeadjustment,ProcuretoPayNet,/procuretopaynet/content2/glap/adjustments
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Manual Payment,glap/manualpayment,ProcuretoPayNet,/procuretopaynet/content2/glap/manualpayment
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Marketplace,marketplace,ProcuretoPayNet,/procuretopaynet/content2/marketplace
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Multiple Payee,billpay/multiplepayeesetup,ProcuretoPayNet,/procuretopaynet/content2/billpay/multiplepayeesetup
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Payable,,ProcuretoPayNet,
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Payable Workflow Dashboard,workflow/dashboard?objecttype=payable,ProcuretoPayNet,/procuretopaynet/content2/workflow/dashboard?objecttype=payable
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Payee,billpay/payee,ProcuretoPayNet,/procuretopaynet/content2/billpay/payee
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Payee Ledger,apanalytics/payeeledger,ProcuretoPayNet,/procuretopaynet/content2/apanalytics/payeeledger
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Payment Method Validation,billpay/paymentmethodsetup,ProcuretoPayNet,/procuretopaynet/content2/billpay/paymentmethodsetup
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Payment Register,reports/paymentregister,ProcuretoPayNet,/procuretopaynet/content2/reports/paymentregister
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Payments,,ProcuretoPayNet,
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Print Checks,glap/printchecks,ProcuretoPayNet,/procuretopaynet/content2/glap/printchecks
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Process Payment,glap/processpayment,ProcuretoPayNet,/procuretopaynet/content2/glap/processpayment
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Process Payment Report,glap/processpayment/report,ProcuretoPayNet,/procuretopaynet/content2/glap/processpaymentreport
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Process Payments,,ProcuretoPayNet,
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Property,billpay/property,ProcuretoPayNet,/procuretopaynet/content2/billpay/property
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Reclass Expense,glap/reclasspayablesearch,ProcuretoPayNet,/procuretopaynet/content2/glap/reclasspayablesearch
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Reports,,ProcuretoPayNet,
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Review GL Disbursement,glap/gldisbursement,ProcuretoPayNet,/procuretopaynet/content2/glap/gldisbursement
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Role Contacts,reports/rolecontacts,ProcuretoPayNet,/procuretopaynet/content2/reports/rolecontacts
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Schedule Reports,reports/schedule,ProcuretoPayNet,/procuretopaynet/content2/reports/schedule
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Search Payable,glap/payable,ProcuretoPayNet,/procuretopaynet/content2/glap/payable
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Search Payable Batch,glap/payablebatch,ProcuretoPayNet,/procuretopaynet/content2/glap/payablebatch
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Search Payment,billpay/check,ProcuretoPayNet,/procuretopaynet/content2/billpay/check
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Search Vendor/Payee,billpay/payee,ProcuretoPayNet,/procuretopaynet/content2/billpay/payee
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Setup,,ProcuretoPayNet,
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,SQL Reports,sqlreports/list,VoyagerSetupNet,/voyagersetupnet/content2/sqlreports/list
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Suggested Velocity Limit Report,billpay/velocityreport,ProcuretoPayNet,/procuretopaynet/content2/billpay/velocityreport
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Transaction Register,apanalytics/transactionregister,ProcuretoPayNet,/procuretopaynet/content2/apanalytics/transactionregister
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Uncommit Payment,glap/uncommitpayment,ProcuretoPayNet,/procuretopaynet/content2/glap/uncommitpayment
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Update Failed Pull Batches,billpay/unsentbatches,ProcuretoPayNet,/procuretopaynet/content2/billpay/unsentbatches
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Vendor,,ProcuretoPayNet,
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Vendor Card Setup Report,billpay/vendorcardsetup,ProcuretoPayNet,/procuretopaynet/content2/billpay/vendorcardsetup
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,VendorCafe,,ProcuretoPayNet,
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,VendorCafe Dashboard,vc/dash-iframe,ProcuretoPayNet,/procuretopaynet/content2/vc/dash-iframe
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,VendorPay Setup Report,billpay/vendorpaysetup,ProcuretoPayNet,/procuretopaynet/content2/billpay/vendorpaysetup
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Void Payments,glap/voidchecks,ProcuretoPayNet,/procuretopaynet/content2/glap/voidchecks
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Workflow Analytics,reports/workflowanalytics,ProcuretoPayNet,/procuretopaynet/content2/reports/workflowanalytics
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Workflow Auto Attach (Payable),workflow/autoattach?objecttype=payable,ProcuretoPayNet,/procuretopaynet/content2/workflow/autoattach?objecttype=payable
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Workflow History,reports/workflowhistory,ProcuretoPayNet,/procuretopaynet/content2/reports/workflowhistory
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Workflow Reports,,ProcuretoPayNet,
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,Workflow Setup,reports/workflowsetup,ProcuretoPayNet,/procuretopaynet/content2/reports/workflowsetup
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,YMP Dashboard,ymp/dashboard,ProcuretoPayNet,/procuretopaynet/content2/ymp/dashboard
AP Manager (New) (without PO),Global,Procure to Pay Net-AP W/O PO A16,Global,YSR Reports,ysrreport,ProcuretoPayNet,/procuretopaynet/content2/ysrreport
AP Manager (without PO),Global,Procure to Pay Net-AP W/O PO,Global,Activity Feed Report,app.reports.activityfeed,ProcuretoPayNet,/procuretopaynet/content/#/app/reports/activityfeed
AP Manager (without PO),Global,Procure to Pay Net-AP W/O PO,Global,Add Bank Account,app.billpay.banksetup.new,ProcuretoPayNet,/procuretopaynet/content/#/app/billpay/banksetup
AP Manager (without PO),Global,Procure to Pay Net-AP W/O PO,Global,Add Payable,app.glap.payablebatch.new,ProcuretoPayNet,/procuretopaynet/content/#/app/glap/payablebatch/new
AP Manager (without PO),Global,Procure to Pay Net-AP W/O PO,Global,Add Vendor,app.vendor.add,ProcuretoPayNet,/procuretopaynet/content/#/app/vendor/add
AP Manager (without PO),Global,Procure to Pay Net-AP W/O PO,Global,Adjust Payable Holds,app.glap.payableholds,ProcuretoPayNet,/procuretopaynet/content/#/app/glap/payableholds
AP Manager (without PO),Global,Procure to Pay Net-AP W/O PO,Global,Analysis,app.billpay.analysis,ProcuretoPayNet,/procuretopaynet/content/#/app/billpay/analysis
AP Manager (without PO),Global,Procure to Pay Net-AP W/O PO,Global,AP Aging,app.apanalytics.aging,ProcuretoPayNet,/procuretopaynet/content/#/app/apanalytics/agingreport
AP Manager (without PO),Global,Procure to Pay Net-AP W/O PO,Global,Audit History,app.reports.audithistory,ProcuretoPayNet,/procuretopaynet/content/#/app/reports/audithistory
AP Manager (without PO),Global,Procure to Pay Net-AP W/O PO,Global,Bank Setup,app.billpay.banksetup,ProcuretoPayNet,/procuretopaynet/content/#/app/billpay/banksetup
AP Manager (without PO),Global,Procure to Pay Net-AP W/O PO,Global,Banking Portal,app.billpay.toportal,ProcuretoPayNet,/procuretopaynet/content/#/app/billpay/toportal
AP Manager (without PO),Global,Procure to Pay Net-AP W/O PO,Global,Bill Pay,,ProcuretoPayNet,
AP Manager (without PO),Global,Procure to Pay Net-AP W/O PO,Global,Bill Pay Analytics,app.billpay.analytics,ProcuretoPayNet,/procuretopaynet/content/#/app/billpay/analytics
AP Manager (without PO),Global,Procure to Pay Net-AP W/O PO,Global,Budget Comparison,app.reports.budgetcomparison,ProcuretoPayNet,/procuretopaynet/content/#/app/reports/budgetcomparison
AP Manager (without PO),Global,Procure to Pay Net-AP W/O PO,Global,Check Signature,app.glap.checksignature,ProcuretoPayNet,/procuretopaynet/content/#/app/glap/checksignature
AP Manager (without PO),Global,Procure to Pay Net-AP W/O PO,Global,Commit Payment,app.glap.commitpayment,ProcuretoPayNet,/procuretopaynet/content/#/app/glap/commitpayment
AP Manager (without PO),Global,Procure to Pay Net-AP W/O PO,Global,Credit Card,app.billpay.creditcard,ProcuretoPayNet,/procuretopaynet/content/#/app/billpay/creditcard
AP Manager (without PO),Global,Procure to Pay Net-AP W/O PO,Global,Dashboard,app.billpay.dashboard,ProcuretoPayNet,/procuretopaynet/content/#/app/billpay/dashboard
